date,revenue,orders,revenue_7d_avg,orders_7d_avg,day_of_week,month,day,week_of_year,revenue_lag_1,revenue_lag_7,revenue_lag_14,revenue_roll_7,revenue_roll_30,revenue_lag_2,revenue_lag_3,revenue_lag_30,revenue_roll_3,revenue_roll_14,revenue_std_7,is_weekend,is_holiday,near_holiday,is_month_end,is_month_start,november_sale_period
2017-01-24,893982.4,148.0,612116.0357142857,180.71428571428572,1,1,24,4,859036.0,385361.0,789414.4,539455.8357142856,760445.9866666667,401131.0,407608.5,200711.6,555925.1666666666,678025.4185714285,233502.00450187153,0,0,0,0,0,0
2017-01-25,942820.0,130.0,618135.3214285715,138.28571428571428,2,1,25,4,893982.4,900685.0,1921364.6,612116.0357142857,783555.0133333333,859036.0,401131.0,555392.3,718049.7999999999,685494.5614285714,255645.08287222823,0,0,0,1,0,0
2017-01-26,611623.9,133.0,643055.9714285714,137.57142857142858,3,1,26,4,942820.0,437179.35,712828.9,618135.3214285715,796469.2699999999,893982.4,859036.0,453267.2,898612.7999999999,615598.5185714286,263933.6698939957,0,0,0,1,0,0
2017-01-27,825967.5,169.0,706024.1857142857,141.28571428571428,4,1,27,4,611623.9,385190.0,416957.4,643055.9714285714,801747.8266666665,942820.0,893982.4,724947.22,816142.1,608369.59,251964.26865089446,0,0,0,1,0,0
2017-01-28,652174.75,179.0,740962.2214285714,145.71428571428572,5,1,28,4,825967.5,407608.5,550559.01,706024.1857142857,805115.1693333333,611623.9,942820.0,591493.55,793470.4666666668,637584.5971428572,230984.39776021443,1,0,0,1,0,0
2017-01-29,353202.9,110.0,734115.35,144.85714285714286,6,1,29,4,652174.75,401131.0,372036.5,740962.2214285714,807137.8759999999,825967.5,611623.9,1336740.95,696588.7166666667,644842.8642857142,193832.3708436853,1,0,0,1,0,0
2017-01-30,619374.99,127.0,699878.0628571429,142.28571428571428,0,1,30,5,353202.9,859036.0,953004.2,734115.35,774353.2743333334,652174.75,825967.5,1502782.19,610448.3833333333,643497.6071428572,208154.51099279572,0,0,0,1,0,0
2017-01-31,1454669.4,167.0,779976.2057142856,145.0,1,1,31,5,619374.99,893982.4,385361.0,699878.0628571429,744906.3676666666,353202.9,652174.75,388246.5,541584.2133333334,619666.9492857143,203848.2447312584,0,0,0,1,0,0
2017-02-01,790940.5,170.0,758279.1342857142,150.71428571428572,2,2,1,5,1454669.4,942820.0,900685.0,779976.2057142856,780453.7976666667,619374.99,353202.9,557814.8,809082.43,696046.1207142856,350344.62147628766,0,0,0,0,1,0
2017-02-02,871560.5,174.0,795412.9342857143,156.57142857142858,3,2,2,5,790940.5,611623.9,437179.35,758279.1342857142,788224.6543333334,1454669.4,619374.99,976569.4,954994.9633333334,688207.2278571428,343209.0948765685,0,0,0,0,1,0
2017-02-03,1011149.5,145.0,821867.5057142858,153.14285714285714,4,2,3,5,871560.5,825967.5,385190.0,795412.9342857143,784724.3576666667,790940.5,1454669.4,1820665.25,1039056.7999999999,719234.4528571429,338729.8267532143,0,0,0,0,1,0
2017-02-04,670164.0,114.0,824437.3985714286,143.85714285714286,5,2,4,5,1011149.5,652174.75,407608.5,821867.5057142858,757740.4993333333,871560.5,790940.5,939435.0,891216.8333333334,763945.8457142857,348601.2877791032,1,0,0,0,1,0
2017-02-05,630239.0,96.0,864013.9842857142,141.85714285714286,6,2,5,5,670164.0,353202.9,401131.0,824437.3985714286,748764.7993333334,1011149.5,871560.5,817700.98,850958.0,782699.8099999999,347205.3280376782,1,0,0,0,1,0
2017-02-06,767636.79,191.0,885194.2414285714,151.0,0,2,6,6,630239.0,619374.99,859036.0,864013.9842857142,742516.0666666667,670164.0,1011149.5,857516.0,770517.5,799064.6671428571,296646.8611308598,0,0,0,0,0,0
2017-02-07,1025065.52,193.0,823822.2585714286,154.71428571428572,1,2,7,6,767636.79,1454669.4,893982.4,885194.2414285714,739520.093,630239.0,670164.0,490225.4,689346.5966666667,792536.1521428572,281157.21115820215,0,0,0,0,0,0
2017-02-08,453407.83,151.0,775603.3057142858,152.0,2,2,8,6,1025065.52,790940.5,942820.0,823822.2585714286,757348.097,767636.79,630239.0,1107515.4,807647.1033333334,801899.2321428572,154484.43324926458,0,0,0,0,0,0
2017-02-09,610391.01,206.0,738293.3785714286,156.57142857142858,3,2,9,6,453407.83,871560.5,611623.9,775603.3057142858,735544.5113333333,1025065.52,767636.79,789414.4,748703.38,766941.22,209381.15469272484,0,0,0,0,0,0
2017-02-10,820539.26,219.0,711063.3442857143,167.14285714285714,4,2,10,6,610391.01,1011149.5,825967.5,738293.3785714286,729577.065,453407.83,1025065.52,1921364.6,696288.12,766853.1564285714,212675.77534787334,0,0,0,0,0,0
2017-02-11,688942.03,204.0,713745.92,180.0,5,2,11,6,820539.26,670164.0,652174.75,711063.3442857143,692882.8870000001,610391.01,453407.83,712828.9,628112.7000000001,766465.4249999999,181892.6016268145,1,0,0,0,0,0
2017-02-12,554021.0,139.0,702857.6342857144,186.14285714285714,6,2,12,6,688942.03,630239.0,353202.9,713745.92,692086.6579999999,820539.26,610391.01,416957.4,706624.1,769091.6592857143,181326.47069807173,1,0,0,0,0,0
2017-02-13,1046834.65,246.0,742743.042857143,194.0,0,2,13,7,554021.0,767636.79,619374.99,702857.6342857144,696655.4446666667,688942.03,820539.26,550559.01,687834.0966666667,783435.8092857143,189290.11898646515,0,0,0,0,0,0
2017-02-14,591343.67,177.0,680782.7785714286,191.71428571428572,1,2,14,7,1046834.65,1025065.52,1454669.4,742743.042857143,713197.966,554021.0,688942.03,372036.5,763265.8933333334,813968.6421428572,230207.30602428096,0,0,0,0,0,0
2017-02-15,802477.75,192.0,730649.91,197.57142857142858,2,2,15,7,591343.67,453407.83,790940.5,680782.7785714286,720508.205,1046834.65,554021.0,953004.2,730733.1066666668,752302.5185714287,197616.9236303372,0,0,0,0,0,0
2017-02-16,663840.5,159.0,738285.5514285715,190.85714285714286,3,2,16,7,802477.75,610391.01,871560.5,730649.91,715490.6566666666,591343.67,1046834.65,385361.0,813552.0233333334,753126.6078571429,173213.6803130025,0,0,0,0,0,0
2017-02-17,481877.5,175.0,689905.3,184.57142857142858,4,2,17,7,663840.5,820539.26,1011149.5,738285.5514285715,724773.3066666666,802477.75,591343.67,900685.0,685887.3066666668,738289.4650000001,168132.4117972737,0,0,0,0,0,0
2017-02-18,535243.0,158.0,667948.2957142858,178.0,5,2,18,7,481877.5,688942.03,670164.0,689905.3,710813.0566666666,663840.5,802477.75,437179.35,649398.5833333334,700484.3221428572,188062.8984082232,1,0,0,0,0,0
2017-02-19,392457.0,92.0,644867.7242857143,171.28571428571428,6,2,19,7,535243.0,554021.0,630239.0,667948.2957142858,714081.845,481877.5,663840.5,385190.0,560320.3333333334,690847.1078571429,196956.2774822488,1,0,0,0,0,0
2017-02-20,474261.41,149.0,563071.5471428571,157.42857142857142,0,2,20,8,392457.0,1046834.65,767636.79,644867.7242857143,714324.0783333333,535243.0,481877.5,407608.5,469859.1666666667,673862.6792857144,220581.68830815947,0,0,0,0,0,0
2017-02-21,431653.44,174.0,540258.6571428572,157.0,1,2,21,8,474261.41,591343.67,1025065.52,563071.5471428571,716545.842,392457.0,535243.0,401131.0,467320.47,652907.295,137011.2466435584,0,0,0,0,0,0
2017-02-22,546772.65,189.0,503729.35714285716,156.57142857142858,2,2,22,8,431653.44,802477.75,453407.83,540258.6571428572,717563.2566666666,474261.41,392457.0,859036.0,432790.6166666667,610520.7178571429,144603.42350951323,0,0,0,0,0,0
2017-02-23,698712.01,191.0,508711.0014285714,161.14285714285714,3,2,23,8,546772.65,663840.5,610391.01,503729.35714285716,707154.4783333333,431653.44,474261.41,893982.4,484229.1666666667,617189.6335714286,88885.46157717114,0,0,0,0,0,0
2017-02-24,858471.5,208.0,562510.1442857143,165.85714285714286,4,2,24,8,698712.01,481877.5,820539.26,508711.0014285714,700645.4653333334,546772.65,431653.44,942820.0,559046.0333333333,623498.2764285716,99676.72000721755,0,0,0,0,0,0
2017-02-25,863946.65,192.0,609467.8085714286,170.71428571428572,5,2,25,8,858471.5,535243.0,688942.03,562510.1442857143,697833.8486666667,698712.01,546772.65,611623.9,701318.7200000001,626207.7221428572,163790.8352265457,1,0,0,1,0,0
2017-02-26,460011.5,131.0,619118.4514285715,176.28571428571428,6,2,26,8,863946.65,392457.0,554021.0,609467.8085714286,706244.6070000001,858471.5,698712.01,825967.5,807043.3866666667,638708.0521428572,198179.1867640694,1,0,0,1,0,0
2017-02-27,775235.35,181.0,662114.7285714286,180.85714285714286,0,2,27,9,460011.5,474261.41,1046834.65,619118.4514285715,694046.0736666668,863946.65,858471.5,652174.75,727476.5499999999,631993.0878571429,187190.4080434711,0,0,0,1,0,0
2017-02-28,979698.5,215.0,740406.88,186.71428571428572,1,2,28,9,775235.35,431653.44,591343.67,662114.7285714286,698148.0936666668,460011.5,863946.65,353202.9,699731.1666666666,612593.1378571428,182888.69921894732,0,0,0,1,0,0
2017-03-01,756450.65,233.0,770360.88,193.0,2,3,1,9,979698.5,546772.65,802477.75,740406.88,719031.2803333333,775235.35,460011.5,619374.99,738315.1166666667,640332.7685714286,185080.64788517696,0,0,0,0,1,0
2017-03-02,645130.65,212.0,762706.4000000001,196.0,3,3,2,9,756450.65,698712.01,663840.5,770360.88,723600.469,979698.5,775235.35,1454669.4,837128.1666666666,637045.1185714286,164322.63490143436,0,0,0,0,1,0
2017-03-03,683493.5,229.0,737709.542857143,199.0,4,3,3,9,645130.65,858471.5,481877.5,762706.4000000001,696615.844,756450.65,979698.5,790940.5,793759.9333333332,635708.7007142857,169386.38401141926,0,0,0,0,1,0
2017-03-04,457314.55,172.0,679619.2428571429,196.14285714285714,5,3,4,9,683493.5,863946.65,535243.0,737709.542857143,693034.2773333334,645130.65,756450.65,871560.5,695024.9333333333,650109.8435714286,165771.08292765336,1,0,0,0,1,0
2017-03-05,839473.0,160.0,733828.0285714286,200.28571428571428,6,3,5,9,457314.55,460011.5,392457.0,679619.2428571429,679226.0789999999,683493.5,645130.65,1011149.5,595312.9,644543.5257142857,184365.79388585655,1,0,0,0,1,0
2017-03-06,1707035.65,301.0,866942.3571428572,217.42857142857142,0,3,6,10,839473.0,775235.35,474261.41,733828.0285714286,673503.5289999999,457314.55,683493.5,670164.0,660093.6833333333,676473.24,163656.1392781263,0,0,0,0,0,0
2017-03-07,1928830.78,283.0,1002532.6828571428,227.14285714285714,1,3,7,10,1707035.65,979698.5,431653.44,866942.3571428572,708065.9173333333,839473.0,457314.55,630239.0,1001274.4,764528.5428571429,404574.3706625806,0,0,0,0,0,0
2017-03-08,1803336.99,322.0,1152087.8742857142,239.85714285714286,2,3,8,10,1928830.78,756450.65,546772.65,1002532.6828571428,751352.31,1707035.65,839473.0,767636.79,1491779.8099999998,871469.7814285716,572753.9390577486,0,0,0,0,0,0
2017-03-09,851025.51,242.0,1181501.4257142856,244.14285714285714,3,3,9,10,1803336.99,645130.65,698712.01,1152087.8742857142,785875.65,1928830.78,1707035.65,1025065.52,1813067.8066666666,961224.3771428572,631459.4646132338,0,0,0,0,0,0
2017-03-10,507075.49,182.0,1156298.852857143,237.42857142857142,4,3,10,10,851025.51,683493.5,858471.5,1181501.4257142856,780074.3163333334,1803336.99,1928830.78,453407.83,1527731.093333333,972103.912857143,608279.4250422155,0,0,0,0,0,0
2017-03-11,547674.74,204.0,1169207.4514285715,242.0,5,3,11,10,507075.49,457314.55,863946.65,1156298.852857143,781863.2383333333,851025.51,1803336.99,610391.01,1053812.6633333333,947004.1978571428,635402.1580224655,1,0,0,0,0,0
2017-03-12,385150.0,159.0,1104304.1657142858,241.85714285714286,6,3,12,10,547674.74,839473.0,460011.5,1169207.4514285715,779772.696,507075.49,851025.51,820539.26,635258.58,924413.3471428572,619555.384423452,1,0,0,0,0,0
2017-03-13,668557.5,237.0,955950.1442857143,232.71428571428572,0,3,13,11,385150.0,1707035.65,775235.35,1104304.1657142858,765259.7206666666,547674.74,507075.49,688942.03,479966.74333333335,919066.0971428572,680640.319774297,0,0,0,0,0,0
2017-03-14,731242.0,229.0,784866.032857143,225.0,1,3,14,11,668557.5,1928830.78,979698.5,955950.1442857143,764580.2363333333,385150.0,547674.74,554021.0,533794.08,911446.2507142856,639290.6191277434,0,0,0,0,0,0
2017-03-15,499629.5,204.0,598622.1057142857,208.14285714285714,2,3,15,11,731242.0,1803336.99,756450.65,784866.032857143,770487.603,668557.5,385150.0,1046834.65,594983.1666666666,893699.3578571428,474563.58560712996,0,0,0,0,0,0
2017-03-16,447148.44,224.0,540925.3814285715,205.57142857142858,3,3,16,11,499629.5,851025.51,645130.65,598622.1057142857,752247.4313333333,731242.0,668557.5,591343.67,633143.0,875354.99,159443.1806085884,0,0,0,0,0,0
2017-03-17,559386.0,199.0,548398.3114285714,208.0,4,3,17,11,447148.44,507075.49,683493.5,540925.3814285715,747440.9236666667,499629.5,731242.0,802477.75,559339.98,861213.4035714286,121427.05355637197,0,0,0,0,0,0
2017-03-18,502099.0,201.0,541887.4914285714,207.57142857142858,5,3,18,11,559386.0,547674.74,457314.55,548398.3114285714,739337.8653333334,447148.44,499629.5,663840.5,502054.64666666667,852348.5821428571,120603.51191757187,1,0,0,0,0,0
2017-03-19,354757.5,131.0,537545.7057142856,203.57142857142858,6,3,19,11,502099.0,385150.0,839473.0,541887.4914285714,733946.4820000001,559386.0,447148.44,481877.5,502877.8133333333,855547.4714285715,121872.61776458262,1,0,0,0,0,0
2017-03-20,715615.4,243.0,544268.2628571428,204.42857142857142,0,3,20,12,354757.5,668557.5,1707035.65,537545.7057142856,729709.1486666667,502099.0,559386.0,535243.0,472080.8333333333,820924.9357142858,128735.28687139794,0,0,1,0,0,0
2017-03-21,647306.0,224.0,532277.4057142857,203.71428571428572,1,3,21,12,715615.4,731242.0,1928830.78,544268.2628571428,735721.562,354757.5,502099.0,392457.0,524157.3,750109.2035714285,137637.82236630985,0,0,1,0,0,0
2017-03-22,2184206.78,369.0,772931.3028571428,227.28571428571428,2,3,22,12,647306.0,499629.5,1803336.99,532277.4057142857,744216.5286666666,715615.4,354757.5,474261.41,572559.6333333333,658571.7192857142,121323.36487231885,0,0,1,0,0,0
2017-03-23,1945175.5,537.0,986935.1685714285,272.0,3,3,23,12,2184206.78,447148.44,851025.51,772931.3028571428,801214.7076666667,647306.0,715615.4,431653.44,1182376.0599999998,685776.7042857142,633866.5524111777,0,1,1,0,0,0
2017-03-24,2352792.1,417.0,1243136.0400000003,303.14285714285717,4,3,24,12,1945175.5,559386.0,507075.49,986935.1685714285,851665.443,2184206.78,647306.0,546772.65,1592229.4266666665,763930.275,748126.4643330573,0,0,1,0,0,0
2017-03-25,1360119.71,303.0,1365710.427142857,317.7142857142857,5,3,25,12,2352792.1,502099.0,547674.74,1243136.0400000003,911866.0913333334,1945175.5,2184206.78,698712.01,2160724.7933333335,895767.1757142858,873828.1581402719,1,0,1,1,0,0
2017-03-26,935016.14,250.0,1448604.5185714287,334.7142857142857,6,3,26,12,1360119.71,354757.5,385150.0,1365710.427142857,933913.0146666666,2352792.1,1945175.5,858471.5,1886029.1033333333,953798.9592857143,810435.2556356671,1,0,0,1,0,0
2017-03-27,1431293.25,199.0,1550844.2114285715,328.42857142857144,0,3,27,13,935016.14,715615.4,668557.5,1448604.5185714287,936464.5026666666,1360119.71,2352792.1,863946.65,1549309.3166666667,993075.1121428572,713699.6983776273,0,0,0,1,0,0
2017-03-28,834581.5,194.0,1577597.8542857144,324.14285714285717,1,3,28,13,1431293.25,647306.0,731242.0,1550844.2114285715,955376.056,935016.14,1360119.71,460011.5,1242143.0333333334,1047556.2371428572,638495.5631916674,0,0,0,1,0,0
2017-03-29,696303.86,162.0,1365040.2942857144,294.57142857142856,2,3,29,13,834581.5,2184206.78,499629.5,1577597.8542857144,967861.7226666666,1431293.25,935016.14,775235.35,1066963.6300000001,1054937.6300000001,596894.7667890938,0,0,0,1,0,0
2017-03-30,693445.25,144.0,1186221.6871428571,238.42857142857142,3,3,30,13,696303.86,1945175.5,447148.44,1365040.2942857144,965230.6730000001,834581.5,1431293.25,979698.5,987392.87,1068985.7985714285,609663.8250075472,0,0,0,1,0,0
2017-03-31,889470.49,163.0,977175.7428571429,202.14285714285714,4,3,31,13,693445.25,2352792.1,559386.0,1186221.6871428571,955688.898,696303.86,834581.5,756450.65,741443.5366666666,1086578.4278571429,594529.2625141053,0,0,0,1,0,0
2017-04-01,448015.26,189.0,846875.1071428572,185.85714285714286,5,4,1,13,889470.49,1360119.71,502099.0,977175.7428571429,960122.8926666667,693445.25,696303.86,645130.65,759739.8666666667,1110155.8914285714,300572.6648164835,1,0,0,0,1,0
2017-04-02,744102.98,101.0,819601.7985714286,164.57142857142858,6,4,2,13,448015.26,935016.14,354757.5,846875.1071428572,953552.3796666667,889470.49,693445.25,683493.5,676977.0,1106292.7671428572,304570.8746151328,1,0,0,0,1,0
2017-04-03,645198.0,166.0,707302.4771428572,159.85714285714286,0,4,3,14,744102.98,1431293.25,715615.4,819601.7985714286,955572.6956666666,448015.26,889470.49,457314.55,693862.91,1134103.1585714286,303909.78401061706,0,0,0,0,1,0
2017-04-04,816206.31,176.0,704677.4500000001,157.28571428571428,1,4,4,14,645198.0,834581.5,647306.0,707302.4771428572,961835.4773333333,744102.98,448015.26,839473.0,612438.7466666666,1129073.3442857142,142676.34174149187,0,0,0,0,1,0
2017-04-05,530949.76,162.0,681055.4357142857,157.28571428571428,2,4,5,14,816206.31,696303.86,2184206.78,704677.4500000001,961059.9210000001,645198.0,744102.98,1707035.65,735169.0966666667,1141137.6521428572,140089.9060933205,0,0,0,0,1,0
2017-04-06,484210.01,185.0,651164.6871428572,163.14285714285714,3,4,6,14,530949.76,693445.25,1945175.5,681055.4357142857,921857.058,816206.31,645198.0,1928830.78,664118.0233333334,1023047.8650000001,154895.81825981147,0,0,0,0,0,0
2017-04-07,751968.0,152.0,631521.4742857143,161.57142857142858,4,4,7,14,484210.01,889470.49,2352792.1,651164.6871428572,873703.0323333333,530949.76,816206.31,1803336.99,610455.36,918693.1871428572,171414.07140884578,0,0,0,0,0,0
2017-04-08,515364.15,193.0,641142.7442857142,162.14285714285714,5,4,8,14,751968.0,448015.26,1360119.71,631521.4742857143,838657.3993333334,484210.01,530949.76,851025.51,589042.59,804348.6085714286,145468.99142077906,1,0,0,0,0,0
2017-04-09,456582.0,119.0,600068.3185714287,164.71428571428572,6,4,9,14,515364.15,744102.98,935016.14,641142.7442857142,827468.6873333332,751968.0,484210.01,507075.49,583847.3866666667,744008.9257142858,133002.1154209735,1,0,0,0,0,0
2017-04-10,942381.0,165.0,642523.032857143,164.57142857142858,0,4,10,15,456582.0,645198.0,1431293.25,600068.3185714287,825785.571,515364.15,751968.0,547674.74,574638.0499999999,709835.0585714286,140112.73752314097,0,0,0,0,0,0
2017-04-11,645161.0,160.0,618087.9885714286,162.28571428571428,1,4,11,15,942381.0,816206.31,834581.5,642523.032857143,838942.4463333334,456582.0,515364.15,385150.0,638109.0499999999,674912.755,191621.9975467211,0,0,0,0,0,0
2017-04-12,771449.15,151.0,652445.0442857143,160.71428571428572,2,4,12,15,645161.0,530949.76,696303.86,618087.9885714286,847609.4796666667,942381.0,456582.0,668557.5,681374.6666666666,661382.7192857143,176056.58089073928,0,0,0,0,0,0
2017-04-13,596009.6,161.0,668416.4142857144,157.28571428571428,3,4,13,15,771449.15,484210.01,693445.25,652445.0442857143,851039.2013333334,645161.0,942381.0,731242.0,786330.3833333334,666750.24,179647.4520017359,0,0,0,0,0,0
2017-04-14,795888.64,163.0,674690.7914285715,158.85714285714286,4,4,14,15,596009.6,751968.0,889470.49,668416.4142857144,846531.4546666667,771449.15,645161.0,499629.5,670873.25,659790.5507142858,166701.12080065525,0,0,0,0,0,0
2017-04-15,3419434.31,1389.0,1089557.9571428571,329.7142857142857,5,4,15,15,795888.64,515364.15,448015.26,674690.7914285715,856406.7593333333,596009.6,771449.15,447148.44,721115.7966666667,653106.1328571428,171137.52182121173,1,0,0,0,0,0
2017-04-16,549308.0,134.0,1102804.5285714285,331.85714285714283,6,4,16,15,3419434.31,456582.0,744102.98,1089557.9571428571,955482.955,795888.64,596009.6,559386.0,1603777.5166666666,865350.3507142857,1039162.8807207394,1,0,0,0,0,0
2017-04-17,1252108.25,196.0,1147051.2785714285,336.2857142857143,0,4,17,16,549308.0,942381.0,645198.0,1102804.5285714285,955147.0216666666,3419434.31,795888.64,502099.0,1588210.3166666671,851436.4235714285,1030302.553322454,0,0,0,0,0,0
2017-04-18,626640.75,149.0,1144405.5285714285,334.7142857142857,1,4,18,16,1252108.25,645161.0,816206.31,1147051.2785714285,980147.33,549308.0,3419434.31,354757.5,1740283.5200000003,894787.1557142857,1028914.6042319534,0,0,0,0,0,0
2017-04-19,832130.0,181.0,1153074.2214285715,339.0,2,4,19,16,626640.75,771449.15,530949.76,1144405.5285714285,989210.105,1252108.25,549308.0,715615.4,809352.3333333335,881246.7585714285,1030442.9341617154,0,0,0,0,0,0
2017-04-20,2101231.8,219.0,1368105.9642857143,347.2857142857143,3,4,20,16,832130.0,596009.6,484210.01,1153074.2214285715,993093.925,626640.75,1252108.25,647306.0,903626.3333333335,902759.6328571428,1027032.0804109385,0,0,0,0,0,0
2017-04-21,863078.0,170.0,1377704.4442857143,348.2857142857143,4,4,21,16,2101231.8,795888.64,751968.0,1368105.9642857143,1041558.1183333334,832130.0,626640.75,2184206.78,1186667.5166666668,1018261.1892857142,1048314.5689996183,0,0,0,0,0,0
2017-04-22,452951.0,144.0,953921.1142857143,170.42857142857142,5,4,22,16,863078.0,3419434.31,515364.15,1377704.4442857143,997520.4923333334,2101231.8,832130.0,1945175.5,1265479.9333333333,1026197.6178571427,1042493.5072724138,1,0,0,0,0,0
2017-04-23,300001.26,103.0,918305.8657142858,166.0,6,4,23,16,452951.0,549308.0,456582.0,953921.1142857143,947779.6756666667,863078.0,2101231.8,2352792.1,1139086.9333333333,1021739.5357142857,570104.9887079619,1,0,0,0,0,0
2017-04-24,749051.85,281.0,846440.6657142857,178.14285714285714,0,4,24,17,300001.26,1252108.25,942381.0,918305.8657142858,879353.3143333333,452951.0,863078.0,1360119.71,538676.7533333335,1010555.1971428571,606236.8171707138,0,0,0,0,0,0
2017-04-25,859039.85,366.0,879640.5371428571,209.14285714285714,1,4,25,17,749051.85,626640.75,645161.0,846440.6657142857,858984.3856666666,300001.26,452951.0,935016.14,500668.0366666668,996745.9721428572,589662.2072908876,0,0,0,1,0,0
2017-04-26,794821.52,328.0,874310.7542857144,230.14285714285714,2,4,26,17,859039.85,832130.0,771449.15,879640.5371428571,856451.8426666667,749051.85,300001.26,1431293.25,636030.9866666668,1012023.0328571427,581713.0203831199,0,0,0,1,0,0
2017-04-27,970636.83,230.0,712797.1871428571,231.71428571428572,3,4,27,17,794821.52,2101231.8,596009.6,874310.7542857144,835236.1183333334,859039.85,749051.85,834581.5,800971.0733333336,1013692.4878571428,582391.3914387614,0,0,0,1,0,0
2017-04-28,699907.33,229.0,689487.0914285714,240.14285714285714,4,4,28,17,970636.83,863078.0,795888.64,712797.1871428571,839771.2960000001,794821.52,859039.85,696303.86,874832.7333333334,1040451.5757142856,243726.42818649136,0,0,1,1,0,0
2017-04-29,551342.0,191.0,703542.9485714285,246.85714285714286,5,4,29,17,699907.33,452951.0,3419434.31,689487.0914285714,839891.4116666666,970636.83,794821.52,693445.25,821788.5600000002,1033595.7678571428,234589.61775405632,1,0,1,1,0,0
2017-04-30,365207.28,151.0,712858.0942857143,253.71428571428572,6,4,30,17,551342.0,300001.26,549308.0,703542.9485714285,835154.6366666666,699907.33,970636.83,889470.49,740628.7200000001,828732.0314285714,220584.64227491955,1,0,1,1,0,0
2017-05-01,497331.0,137.0,676897.9728571428,233.14285714285714,0,5,1,18,365207.28,749051.85,1252108.25,712858.0942857143,817679.1963333334,551342.0,699907.33,448015.26,538818.8700000001,815581.9799999999,201230.8927079257,0,1,1,0,1,0
2017-05-02,460786.0,137.0,620004.5657142857,200.42857142857142,1,5,2,18,497331.0,859039.85,626640.75,676897.9728571428,819323.0543333333,365207.28,551342.0,744102.98,471293.4266666668,761669.3192857142,215659.16827508452,0,0,1,0,1,0
2017-05-03,599413.52,150.0,592089.1371428572,175.0,2,5,3,18,460786.0,794821.52,832130.0,620004.5657142857,809879.155,497331.0,365207.28,645198.0,441108.0933333335,749822.5514285713,212102.16254415023,0,0,1,0,1,0
2017-05-04,987716.21,191.0,594529.0485714285,169.42857142857142,3,5,4,18,599413.52,970636.83,2101231.8,592089.1371428572,808353.0056666668,460786.0,497331.0,816206.31,519176.84000000014,733199.9457142857,197624.2603726492,0,0,0,0,1,0
2017-05-05,501871.64,161.0,566238.2357142858,159.71428571428572,4,5,5,18,987716.21,699907.33,863078.0,594529.0485714285,814070.0023333334,599413.52,460786.0,530949.76,682638.5766666668,653663.1178571429,203106.22941481063,0,0,0,0,1,0
2017-05-06,487275.76,176.0,557085.9157142857,157.57142857142858,5,5,6,18,501871.64,551342.0,452951.0,566238.2357142858,813100.7316666667,987716.21,599413.52,484210.01,696333.7900000002,627862.6635714285,199746.11597563833,1,0,0,0,0,0
2017-05-07,265372.5,119.0,542823.8042857143,153.0,6,5,7,18,487275.76,365207.28,300001.26,557085.9157142857,813202.9233333333,501871.64,987716.21,751968.0,658954.5366666667,630314.4321428572,201997.47733033527,1,0,0,0,0,0
2017-05-08,343533.0,123.0,520852.6614285714,151.0,0,5,8,19,265372.5,497331.0,749051.85,542823.8042857143,796983.0733333334,487275.76,501871.64,515364.15,418173.3000000001,627840.9492857143,220481.79682770083,0,0,0,0,0,0
2017-05-09,471154.5,127.0,522333.8757142857,149.57142857142858,1,5,9,19,343533.0,460786.0,859039.85,520852.6614285714,791255.3683333334,265372.5,487275.76,456582.0,365393.7533333335,598875.3171428571,233074.18275310093,0,0,0,0,0,0
2017-05-10,310341.25,107.0,481037.83714285714,143.42857142857142,2,5,10,19,471154.5,599413.52,794821.52,522333.8757142857,791741.1183333334,343533.0,265372.5,942381.0,360020.0000000002,571169.2207142857,232661.41116081097,0,0,0,0,0,0
2017-05-11,714478.76,190.0,442003.91571428574,143.28571428571428,3,5,11,19,310341.25,987716.21,970636.83,481037.83714285714,770673.1266666667,471154.5,343533.0,645161.0,375009.5833333335,536563.4871428572,242160.43430000934,0,0,0,0,0,0
2017-05-12,260850.29,105.0,407572.2942857143,135.28571428571428,4,5,12,19,714478.76,501871.64,699907.33,442003.91571428574,772983.7186666668,310341.25,471154.5,771449.15,498658.17000000016,518266.48214285716,152182.0277555823,0,0,0,0,0,0
2017-05-13,162632.93,91.0,361194.7471428571,123.14285714285714,5,5,13,19,260850.29,487275.76,551342.0,407572.2942857143,755963.7566666666,714478.76,310341.25,596009.6,428556.76666666684,486905.265,163243.14852885532,1,0,0,0,0,0
2017-05-14,178478.0,88.0,348781.2471428571,118.71428571428571,6,5,14,19,162632.93,265372.5,365207.28,361194.7471428571,741517.8676666667,260850.29,714478.76,795888.64,379320.66000000015,459140.3314285715,181877.46095773307,1,0,0,0,0,0
2017-05-15,302513.02,94.0,342921.25,114.57142857142857,0,5,15,20,178478.0,343533.0,497331.0,348781.2471428571,720937.513,162632.93,260850.29,3419434.31,200653.74000000014,445802.52571428573,192181.03730155085,0,0,0,0,0,0
2017-05-16,298618.01,78.0,318273.18000000005,107.57142857142857,1,5,16,20,302513.02,471154.5,460786.0,342921.25,617040.1366666666,178478.0,162632.93,549308.0,214541.3166666668,431886.9557142857,192991.42224853372,0,0,0,0,0,0
2017-05-17,422222.0,75.0,334256.1442857143,103.0,2,5,17,20,298618.01,310341.25,599413.52,318273.18000000005,608683.8036666667,302513.02,178478.0,1252108.25,259869.67666666684,420303.52785714285,184725.22547238113,0,0,0,0,0,0
